productId,imageURL,productURL,productTitle,price,discount percentage,original price,brand,material,style,warranty,colors
"25","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_oval__4__d9c56652c97444ba9d827b272b96ee05_large.jpg","https://matkinhshady.com/products/rayban-eyewear-glasses-0rx5429","Rayban Eyewear - Glasses - 0RX5429","3,568,000","20","4,460,000","RayBan - Mỹ","Nhựa Acetate","Oval","12 tháng + Shady tặng Gói bảo hành chính hãng thêm 6 tháng. Tổng thời gian bảo hành lên đến 18 tháng","Đồi Mồi-Đen"
"26","https://product.hstatic.net/1000096196/product/ng_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong_nua_vien__4__997b24433e4049c987d94ff3b5c6161d_large.jpg","https://matkinhshady.com/products/rayban-eyewear-glasses-0rx5154","Rayban Eyewear - Glasses - 0RX5154","3,888,000","20","4,860,000","RayBan - Mỹ","Thép cao cấp | Nhựa","Vuông","12 tháng + Shady tặng Gói bảo hành chính hãng thêm 6 tháng. Tổng thời gian bảo hành lên đến 18 tháng","Đen Bạc-Đen Nhám"
"27","https://product.hstatic.net/1000096196/product/ex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_phi_cong__5__6ed6c3fb3b5f402a8dab649a715b00c2_large.jpg","https://matkinhshady.com/products/rayban-eyewear-glasses-0rx3733v","Rayban Eyewear - Glasses - 0RX3733V","3,208,000","20","4,010,000","Rayban - Mỹ","Thép cao cấp","Phi công","12 tháng + Shady tặng Gói bảo hành chính hãng thêm 6 tháng. Tổng thời gian bảo hành lên đến 18 tháng","Đen-Hồng"
"28","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__009686f4c7ca49edb0d9dcc9efd3ff2d_large.jpg","https://matkinhshady.com/products/bolon-eyewear-glasses-ba7039","Bolon Eyewear - Glasses - BA7039","3,024,000","20","3,780,000","Bolon - Pháp","Titanium","Vuông","12 tháng","Hồng"
"29","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron__5__26c36602bd2a49b68bff54c583960de8_large.jpg","https://matkinhshady.com/products/ancci-eyewear-glasses-ac42511","ANCCI Eyewear - Glasses - AC42511","780,000","","","Ancci - Tây Ban Nha","Nhựa Ultem","Tròn","12 tháng","Đỏ-Xanh Lá"
"30","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron__5__213bd65499a24793892e5ec4c7f4c1b7_large.jpg","https://matkinhshady.com/products/ancci-eyewear-glasses-ac42510","ANCCI Eyewear - Glasses - AC42510","780,000","","","Ancci - Tây Ban Nha","Nhựa Ultem","Tròn","12 tháng","Đen-Xanh Dương"
"31","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__b45b2653698842ed99e91e6a52fc52bc_large.jpg","https://matkinhshady.com/products/ancci-eyewear-glasses-ac42506","ANCCI Eyewear - Glasses - AC42506","780,000","","","Ancci - Tây Ban Nha","Nhựa Ultem","Vuông","12 tháng","Đen-Xanh Dương"
"32","https://product.hstatic.net/1000096196/product/ong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron_nua_vien__4__7ca0800b32e84d639d49f944210a6021_large.jpg","https://matkinhshady.com/products/rayban-eyewear-glasses-0rx8422","Rayban Eyewear - Glasses - 0RX8422","5,008,000","20","6,260,000","Rayban - Mỹ","Thép không gỉ","Tròn","12 tháng + Shady tặng Gói bảo hành chính hãng thêm 6 tháng. Tổng thời gian bảo hành lên đến 18 tháng","Xanh Dương-Đen"
"33","https://product.hstatic.net/1000096196/product/ex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_wayfarer__4__136e6e8cf6104e8e89baa8a1dad2a33f_large.jpg","https://matkinhshady.com/products/rayban-eyewear-glasses-0rx5121f","Rayban Eyewear - Glasses - 0RX5121F","3,792,000","20","4,740,000","Rayban - Mỹ","Nhựa Acetate","Wayfarer","12 tháng + Shady tặng Gói bảo hành chính hãng thêm 6 tháng. Tổng thời gian bảo hành lên đến 18 tháng","Đen"
"34","https://product.hstatic.net/1000096196/product/ex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_luc_giac__4__1816d35b4f7543fa8d9f3c73efa85a2a_large.jpg","https://matkinhshady.com/products/coach-eyewear-glasses-0hc6204d","Coach Eyewear - Glasses - 0HC6204D","3,088,000","20","3,860,000","Coach - Mỹ","Nhựa Acetate","Lục giác","12 tháng + Shady tặng Gói bảo hành chính hãng thêm 6 tháng. Tổng thời gian bảo hành lên đến 18 tháng.","Xám"
"35","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__32f1207c13264a79853935ac40fb1345_large.jpg","https://matkinhshady.com/products/new-balance-eyewear-glasses-nb09390x","New Balance Eyewear - Glasses - NB09390X","1,760,000","20","2,200,000","New Balance - Mỹ","Nhựa Acetate | Hợp kim","Vuông","12 tháng","Đen-Xanh Dương"
"36","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__fec7f8dba3644abda650475cf7c3b564_large.jpg","https://matkinhshady.com/products/new-balance-eyewear-glasses-nb09388","New Balance Eyewear - Glasses - NB09388","1,760,000","20","2,200,000","New Balance - Mỹ","Nhựa Acetate | Hợp kim","Vuông","12 tháng","Xám-Nâu"
"37","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron__5__40ed8fbfb3e7488a8664993987051776_large.jpg","https://matkinhshady.com/products/new-balance-eyewear-glasses-nb09387x","New Balance Eyewear - Glasses - NB09387X","1,760,000","20","2,200,000","New Balance - Mỹ","Nhựa Acetate | Hợp kim","Tròn","12 tháng","Đen-Xám"
"38","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__82a12e9c75b140aa9f3b317193a219a0_large.jpg","https://matkinhshady.com/products/new-balance-eyewear-glasses-nb09318","New Balance Eyewear - Glasses - NB09318","1,760,000","20","2,200,000","New Balance - Mỹ","Nhựa Acetate | Hợp kim","Vuông","12 tháng","Đen-Xanh Dương"
"39","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__f1cafd0b7c384b189e03cb62dce2718f_large.jpg","https://matkinhshady.com/products/balance-eyewear-glasses-nb07057","New Balance Eyewear - Glasses - NB07057","2,320,000","20","2,900,000","New Balance - Mỹ","Titanium","Vuông","12 tháng","Đen-Xám"
"40","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__1c25eb0d720e4ade9ce628ded3712646_large.jpg","https://matkinhshady.com/products/balance-eyewear-glasses-nb05306x","New Balance Eyewear - Glasses - NB05306X","1,840,000","20","2,300,000","New Balance - Mỹ","Thép cao cấp","Vuông","12 tháng","Hồng"
"41","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__ecb4a218820a419da6e68ef1afe85264_large.jpg","https://matkinhshady.com/products/balance-eyewear-glasses-nb05305x","New Balance Eyewear - Glasses - NB05305X","1,840,000","20","2,300,000","New Balance - Mỹ","Thép cao cấp","Vuông","12 tháng","Đen-Xanh Dương"
"42","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__f89d5949f2d948c5a8bf649e281d73b6_large.jpg","https://matkinhshady.com/products/balance-eyewear-glasses-nb05302x","New Balance Eyewear - Glasses - NB05302X","1,840,000","20","2,300,000","New Balance - Mỹ","Thép cao cấp","Vuông","12 tháng","Đen"
"43","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron__5__a720dbe6f54f462e89a4992b6bf8c714_large.jpg","https://matkinhshady.com/products/balance-eyewear-glasses-nb05299x","New Balance Eyewear - Glasses - NB05299X","1,840,000","20","2,300,000","New Balance - Mỹ","Thép cao cấp","Tròn","12 tháng","Tím-Bạc-Đen"
"44","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__8ef46be62aac48e38f5132c703c8e23e_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0322o","Montblanc Eyewear - Glasses - MB0322O","9,568,000","20","11,960,000","Montblanc - Đức","Nhựa Acetate","Vuông","12 tháng","Đen"
"45","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__8a46343081af4b25985ff39ebdfe5fa5_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0305o","Montblanc Eyewear - Glasses - MB0305O","9,568,000","20","11,960,000","Montblanc - Đức","Nhựa Acetate","Vuông","12 tháng","Đồi Mồi-Đen-Xám Đậm"
"46","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__ad0be80b40ee4d57ac707088f9b2f21a_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0272o","Montblanc Eyewear - Glasses - MB0272O","10,240,000","20","12,800,000","Montblanc - Đức","Thép cao cấp","Vuông","12 tháng","Bạc-Vàng"
"47","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__e2762c7505fd41e5934138f80bbd1944_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0256o","Montblanc Eyewear - Glasses - MB0256O","9,440,000","20","11,800,000","Montblanc - Đức","Nhựa Acetate","Vuông","12 tháng","Đen"
"48","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__22f7ffbb6cae4a77bbca6241a7cabe58_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0241o","Montblanc Eyewear - Glasses - MB0241O","10,240,000","20","12,800,000","Montblanc - Đức","Thép cao cấp","Vuông","12 tháng","Bạc-Vàng"
"49","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__03fef4cb1a0f4a71b653b2bc4cc0c6be_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0130o","Montblanc Eyewear - Glasses - MB0130O","10,240,000","20","12,800,000","Montblanc - Đức","Thép cao cấp","Vuông","12 tháng","Bạc-Vàng"
"50","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__3f3782c190ff4065a220dca33ad2aec8_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0089ok","Montblanc Eyewear - Glasses - MB0089OK","6,080,000","20","7,600,000","Montblanc - Đức","Nhựa Acetate","Vuông","12 tháng","Đồi Mồi"
"51","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__ade8d1cf30394d8bac6991c8b4e59770_large.jpg","https://matkinhshady.com/products/montblanc-eyewear-glasses-mb0075o","Montblanc Eyewear - Glasses - MB0075O","8,640,000","20","10,800,000","Montblanc - Đức","Thép cao cấp","Vuông","12 tháng","Bạc"
"52","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__e0730030a5964b83bbc9a6b28e542a61_large.jpg","https://matkinhshady.com/products/gucci-eyewear-glasses-gg1446o","Gucci Eyewear - Glasses - GG1446O","8,760,000","20","10,950,000","Gucci - Italia","Nhựa Acetate","Vuông","12 tháng","Đồi Mồi-Đen"
"53","https://product.hstatic.net/1000096196/product/ex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_luc_giac__4__c356cb61c29a4eab9cf2b96a6079ea25_large.jpg","https://matkinhshady.com/products/gucci-eyewear-glasses-gg1434o","Gucci Eyewear - Glasses - GG1434O","12,000,000","20","15,000,000","Gucci - Italia","Thép cao cấp","Lục giác","12 tháng","Hồng"
"54","https://product.hstatic.net/1000096196/product/sex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_mat_meo__5__a43c97d258ac42a68cf9196b2ccdf70a_large.jpg","https://matkinhshady.com/products/gucci-eyewear-glasses-gg1205o","Gucci Eyewear - Glasses - GG1205O","12,000,000","20","15,000,000","Gucci - Italia","Nhựa Acetate | Hợp kim","Mắt mèo","12 tháng","Đen-Đồi Mồi"
"55","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__715fc228b23d4704934d42f1551be725_large.jpg","https://matkinhshady.com/products/gucci-eyewear-glasses-gg0927o","Gucci Eyewear - Glasses - GG0927O","7,600,000","20","9,500,000","Gucci - Italia","Nhựa Acetate","Vuông","12 tháng","Xám"
"56","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron__5__8f8ebccfdc054df4a7162ba674b69053_large.jpg","https://matkinhshady.com/products/gucci-eyewear-glasses-gg0738o","Gucci Eyewear - Glasses - GG0738O","9,584,000","20","11,980,000","Gucci - Italia","Nhựa Acetate","Tròn","12 tháng","Đồi Mồi-Đen"
"57","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__7f761eb916114a7fb5330e326826f653_large.jpg","https://matkinhshady.com/products/gucci-eyewear-glasses-gg0184o","Gucci Eyewear - Glasses - GG0184O","9,600,000","20","12,000,000","Gucci - Italia","Nhựa Acetate","Vuông","12 tháng","Đồi Mồi"
"58","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron__4__3486ce85f0bf4538b6f000036f1aeb5d_large.jpg","https://matkinhshady.com/products/gucci-eyewear-glasses-gg0027o","Gucci Eyewear - Glasses - GG0027O","7,200,000","20","9,000,000","Gucci - Italia","Nhựa Acetate","Tròn","12 tháng","Đồi Mồi"
"59","https://product.hstatic.net/1000096196/product/sex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_mat_meo__4__ad05ba70b5fe4ee0b7e364e953b4ce4b_large.jpg","https://matkinhshady.com/products/cartier-eyewear-glasses-ct0315o","Cartier Eyewear - Glasses - CT0315O","16,200,000","10","18,000,000","Cartier - Pháp","Nhựa Acetate cao cấp","Mắt mèo","12 tháng","Đồi Mồi"
"60","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__eef8f8d5c8b947f284e29a0891206d8f_large.jpg","https://matkinhshady.com/products/cartier-eyewear-glasses-ct0292o","Cartier Eyewear - Glasses - CT0292O","13,950,000","10","15,500,000","Cartier - Pháp","Nhựa Acetate cao cấp","Vuông","12 tháng","Đồi Mồi-Đen"
"61","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__fa944c3ba7bb4a0b81384ec0d7b40d0e_large.jpg","https://matkinhshady.com/products/cartier-eyewear-glasses-ct0291oa","Cartier Eyewear - Glasses - CT0291OA","13,950,000","10","15,500,000","Cartier - Pháp","Nhựa Acetate cao cấp","Vuông","12 tháng","Đen"
"62","https://product.hstatic.net/1000096196/product/unisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_tron__5__c860a7f1f0c146aaaac6ba51803621b9_large.jpg","https://matkinhshady.com/products/cartier-eyewear-glasses-ct0221o","Cartier Eyewear - Glasses - CT0221O","22,950,000","10","25,500,000","Cartier - Pháp","Nhựa Acetate cao cấp","Tròn","12 tháng","Đen-Đồi Mồi"
"63","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__4__b290eb248bf847638425abed955a61df_large.jpg","https://matkinhshady.com/products/cartier-eyewear-glasses-ct0085o","Cartier Eyewear - Glasses - CT0085O","27,112,500","10","30,125,000","Cartier - Pháp","Thép mạ vàng cao cấp","Vuông","12 tháng","Bạc"
"64","https://product.hstatic.net/1000096196/product/__gong_kinh_gia_can_chong_bui__kieu_dang_vuong_khoan_oc_khong_vien__4__ae0cac3fc2954538be38a452685b6f06_large.jpg","https://matkinhshady.com/products/cartier-eyewear-glasses-ct0061o","Cartier Eyewear - Glasses - CT0061O","29,250,000","10","32,500,000","Cartier - Pháp","Thép mạ vàng cao cấp","Vuông không viền","12 tháng","Bạc"
"65","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__5__a83f2ca6ad554ce582266ebf4c6af346_large.jpg","https://matkinhshady.com/products/cartier-eyewear-glasses-ct0005o","Cartier Eyewear - Glasses - CT0005O","14,175,000","10","15,750,000","Cartier - Pháp","Nhựa Acetate cao cấp","Vuông","12 tháng","Đen-Đồi Mồi"
"66","https://product.hstatic.net/1000096196/product/nisex__gong_kinh_can__gong_kinh_gia_can_chong_bui__kieu_dang_vuong__6__d5dabfacf3ee457bb502600b4ff36f9e_large.jpg","https://matkinhshady.com/products/tom-ford-eyewear-glasses-tf5935b","Tom Ford Eyewear - Glasses - TF5935B","12,720,000","20","15,900,000","Tom Ford - Mỹ","Titanium Alloy","Vuông","12 tháng","Đen-Đen Nhám"
